iter	RMSE
729	0.8293109645
730	0.8277490858
731	0.82618708
732	0.8251867237
733	0.8232175675
734	0.822606374
735	0.8215576262
736	0.8200571892
737	0.8190023949
738	0.8178167242
739	0.8171457531
740	0.8155427762
741	0.8147930938
742	0.8140986865
743	0.8127528586
744	0.8114259386
745	0.8095528338
746	0.8091366628
747	0.8086265522
748	0.8083851463
749	0.8074548985
750	0.8062878682
751	0.8053712016
752	0.8044980865
753	0.8034190936
754	0.8023966235
755	0.8013951078
756	0.8005795166
757	0.8001913714
758	0.7986390941
759	0.7971675153
760	0.7952035708
761	0.794435043
762	0.7932444902
763	0.7923184583
764	0.7911283976
765	0.7895867946
766	0.7887111542
767	0.7874563897
768	0.7867681281
769	0.7854423346
770	0.7846220146
771	0.7840616363
772	0.7824389324
773	0.7815807971
774	0.7804418822
775	0.7794896731
776	0.7791796204
777	0.7782577842
778	0.7763964144
779	0.7745181989
780	0.7737774758
781	0.7730236865
782	0.7718823413
783	0.7702100643
784	0.7693198543
785	0.7682647114
786	0.76721765
787	0.7663990138
788	0.7655160931
789	0.7643035271
790	0.7636465988
791	0.7620267251
792	0.7616624309
793	0.7608574072
794	0.7597495815
795	0.759004607
796	0.7585468215
797	0.7573775586
798	0.7560063862
799	0.7546654893
800	0.7535152918
801	0.7527702194
802	0.7519949297
803	0.7515949051
804	0.7504597529
805	0.7499571088
806	0.749100758
807	0.7484246593
808	0.7481435634
809	0.7468914108
810	0.7455671997
811	0.7452693371
812	0.744011633
813	0.7434063306
814	0.7417835749
815	0.7416289716
816	0.7405898305
817	0.7392612356
818	0.7385522971
819	0.737134969
820	0.7365069455
821	0.7346788514
822	0.7327964353
823	0.7315217215
824	0.7301834834
825	0.7281462159
826	0.7280035565
827	0.7277964841
828	0.7267982768
829	0.7264571529
830	0.7262313978
831	0.7250046056
832	0.7238551839
833	0.7229609843
834	0.7223883581
835	0.721716336
836	0.7200296951
837	0.7187131155
838	0.7179991786
839	0.7164909037
840	0.7152974263
841	0.714565316
842	0.713408357
843	0.7123434093
844	0.7109545671
845	0.7101457272
846	0.7097747857
847	0.7090862024
848	0.7081570983
849	0.7070126832
850	0.7058953286
851	0.7045696325
852	0.7041198484
853	0.7038313092
854	0.7020747041
855	0.7006536757
856	0.6998315933
857	0.6987678019
858	0.6981486238
859	0.6971986631
860	0.6961583416
861	0.6953814135
862	0.6943451745
863	0.6938028579
864	0.6928866897
865	0.6923763217
866	0.6918617814
867	0.6913845562
868	0.6907993813
869	0.6902775827
870	0.6885986432
871	0.6870807408
872	0.6858888877
873	0.6850826834
874	0.684366336
875	0.6838257034
876	0.6829353236
877	0.6823491036
878	0.6812196033
879	0.6805818647
880	0.6791860901
881	0.6779159765
882	0.6762744956
883	0.676015756
884	0.6749755935
885	0.6738483847
886	0.6727650255
887	0.671778655
888	0.6709805439
889	0.6697903666
890	0.6695288964
891	0.6689695103
892	0.6677594521
893	0.6670577079
894	0.6664416203
895	0.6654789051
896	0.6644766077
897	0.6634004937
898	0.6629080495
899	0.6621632718
900	0.6609161115
901	0.6602193243
902	0.6588900546
903	0.6585034097
904	0.6579252762
905	0.6571316543
906	0.6561954276
907	0.6554200401
908	0.6545881148
909	0.6543538153
910	0.6538827244
911	0.6536169133
912	0.6524409389
913	0.6520083974
914	0.65138256
915	0.6503310183
916	0.6493338283
917	0.6478923594
918	0.6470525777
919	0.6459162322
920	0.645397664
921	0.6438464784
922	0.6426088178
923	0.6419010713
924	0.6412907567
925	0.6405155528
926	0.6392578515
927	0.6389608522
928	0.6378615501
929	0.6377415945
930	0.6368613365
931	0.6358438266
932	0.6350661281
933	0.6338244129
934	0.6327022881
935	0.6315404228
936	0.6304405701
937	0.6294477616
938	0.6284651813
939	0.627089757
940	0.6260443599
941	0.6252026905
942	0.6249553289
943	0.6242031733
944	0.6231843743
945	0.6221123388
946	0.6215171333
947	0.6200054493
948	0.6196827061
949	0.6189667705
950	0.6185444663
951	0.6180892443
952	0.6171922656
953	0.616974569
954	0.6165302082
955	0.6156816427
956	0.6152040341
957	0.614116418
958	0.6131128841
959	0.6121609371
960	0.6117649144
961	0.6109699846
962	0.6095599187
963	0.6091151204
964	0.6084783026
965	0.6080687606
966	0.6069733806
967	0.6062432364
968	0.6051852448
969	0.6043592255
970	0.6038472548
971	0.6030121511
972	0.6027558209
973	0.6024510677
974	0.6014908711
975	0.6007955564
976	0.599621587
977	0.5991929861
978	0.5987449767
979	0.598326384
980	0.5977643709
981	0.5974494991
982	0.5963895991
983	0.5951547046
984	0.5943114186
985	0.5931312457
986	0.592421308
987	0.5919801268
988	0.591715366
989	0.5904004264
990	0.5900826747
991	0.589886167
992	0.5893309737
993	0.5891091398
994	0.5881882733
995	0.5878542078
996	0.5872693518
997	0.5863119928
998	0.5861018685
999	0.585586174
